brand,name,year,mileage,transmission,fuel,price,description,date
chevrolet,Chevrolet Optra 2011,2011,"125,000 KM",Automatic,Gas,"395,000","سياره اوبترا فبريكة من الداخل 100% و من الخارج ماعدا بعض المرمات
رخصة حتى شهر 10/2026 فحص حتى 2028
عداد 125 الف شرعى
اداء الماتور فوق ممتاز بما يرضى الله 
 لا يوجد اى ملحوظة 
طقم ليد عالى و واطى 
سماعات بيونير 
شاشة 64 جيجا 
متاح فواتير الصيانات خلال الشهرين السابقين تم تغير كلا من ( حساس شكمان جديد+ طقم مرايات + قاعده ماتور +فلتر زيت + فلتر هواء + طقم بيجوهات + سير كاتينة + سير مجموعة +زيت ماتور + مياه خضراء + تنظيف بوابه )",2026-04-26
nissan,Nissan Sunny 2026,2026,0 KM,Automatic,Gas,"750,000","مقدم يبدأ من 25%
أنظمة قسيط بصورة البطاقة
أنظمة تقسيط حتى 8 سنوات
أنظمة تقسيط بدون استعلام عمل
أنظمة تقسيط بدون تأمين أو مصاريف بنكية
أنظمة تقسيط لربات المنازل أو بدون عمل
أنظمة تقسيط بدون مقدم لموظفي الحكومة والأطباء وأساتذة الجامعات
أقل سعر ممكن
أسهل إجراءات
سرعة تسليم 
استبدال المستعمل بازيرو
تقسيط السيارات المستعملة",2026-04-09
nissan,Nissan Sentra 2026,2026,0 KM,Automatic,Gas,"1,000,000","نيسان سنترا 2026 متاحة بالسعر الرسمى جميع الفئات بجميع الألوان بمقدم 250,000 في إكستريم اوتو",2026-03-29
nissan,Nissan Sentra 2027,2027,0 KM,Automatic,Gas,"1,050,000","Ask about the benefit offer of 9% and cashback of 5%. Available for all cars and models under one roof and a distinguished name. Mـ۶رٍض Drive In Motors. With us, you can receive your car with down payments starting from 30%. ... And that's not all! Without work and home inquiry. Without final insurance. Without administrative expenses. Cashback up to 70,000 EGP. Longest repayment period up to 10 years. A very special program for doctors. No compulsory insurance throughout the installment repayment period. Don't want a sales ban on the car? We can remove it for you. Your visit makes us happy, and we are honored to serve you. For sales inquiries: Tl / 01201319994 Tl / 01202744484. You will be contacted as soon as possible. Address: Nasr City, next to Al-Siraj Mall. https://maps.app.goo.gl/4sB41X4f43QK4AFa8. Available to trade in your old car for a new one. #Drive_in_motors",2026-04-20
nissan,Nissan Sunny 2027,2027,0 KM,Automatic,Gas,"765,000","All cars and models available under one roof and a distinctive name
Drive In Motors
With us, you can receive your car with down payments starting from 30%
Cash or installments... and that's not all!
Payment periods up to 10 years
You can also trade in your old car for a new one
Comprehensive insurance on the car, so you have nothing to worry about with us
We will cover the administrative expenses
A very special program for doctors
No compulsory insurance throughout the loan repayment period
Don't want a sale restriction on the car? We'll remove it for you
We are pleased to have your visit and honored to serve you

Address: Nasr City, next to Al-Siraj Mall
https://maps.app.goo.gl/4sB41X4f43QK4AFa8
‼ You can trade in your old car for a new one
#Drive_in_motors",2026-04-20
nissan,Nissan Qashqai 2026,2026,0 KM,Automatic,Gas,"1,500,000","Ask about an interest rate of 9% and a cashback of 5%. All cars and models are available under one roof and a distinctive name, مـ۶رٍض درايف إن موتورز. With us, you can receive your car with down payments starting from 30%. And that's not all! Without work and residence inquiries, without final insurance, without administrative expenses, cashback up to 70,000 EGP, the longest repayment period of up to 10 years, a very special program for doctors, no compulsory insurance throughout the repayment period. If you don't want a sales ban on the car, we will remove it for you. Your visit delights us and it honors us to serve you. For sales contact: Tl / 01201319994 Tl / 01202744484 and we will contact you as soon as possible. Address: مدينة نصر، بجوار السراج مول https://maps.app.goo.gl/4sB41X4f43QK4AFa8. You can also trade in your old car for a new one. #Drive_in_motors",2026-04-20
nissan,Nissan Sentra 2018,2018,"92,000 KM",Automatic,Gas,"710,000","نيسان سنترا
2018
92000Km
فابريكا بالكامل
رخصه سنتين

دمياط الجديده
شارع المحجوب

01007384440
01009194947",2026-04-27
nissan,Nissan Qashqai 2026,2026,0 KM,Automatic,Gas,"1,570,000","•• متوفر لدينا جميع الالوان تسليم فوري ••
• بمقدم يبداء من ٢٠ ٪؜
• إمكانية التقسيط حتي ١٠ سنوات
• بدون ( تأمين إجباري - مصاريف إدارية )
• أنظمة خاصة للاطباء و اصحاب الودائع ( بدون مقدم )

•• السعر يبداء من : 

للإستفسار :

[redacted phone number]#[redacted phone number]#((01062707990))
[redacted phone number]#[redacted phone number]#((01003319244))
[redacted phone number]#[redacted phone number]#((01065552000))
[redacted phone number]#[redacted phone number]#((01116663904))
[redacted phone number]#[redacted phone number]#((01226733727))",2026-04-02
nissan,Nissan N7 2025,2025,0 KM,Automatic,Electric,"1,590,000","Nissan N7 Max
Brand New 
Horse power : 280 hp
Range : 625 KM 

For more information call : 

01062707990
01065552000
01003319244
01116663904
01226733727

Or visit us : 

37 Musa Ibn Nusser st. Nasr City",2026-04-20
nissan,Nissan Sunny 2027,2027,0 KM,Automatic,Gas,"850,000","نيسان صني 2027 سوبر صالون سعر نهائي داخل المعرض
الحاوي اوتو تريد اسم له تاريخ في عالم السيارت
متاح جميع الفئات و الالوان
متاح جميع انظمة التقسيط مع كافة البنوك و الشركات اسرع و اسهل اجراءات
موافقات فورية
اقل فايدة و اقل اسقط و اقل مقدم
للتواصل :

01027090000
01024255288",2026-04-16
nissan,Nissan Qashqai 2025,2025,"18,000 KM",Automatic,Gas,"1,490,000","Nissan Qashqai 2025 – كسر زيرو بحالة شاذة
لو عايز أحدث شكل وأعلى تكنولوجيا بسعر أقل من الزيرو… الفرصة دي معمولة ليك 
 موديل: 2025
 العداد: 18,000 كم فقط
 الحالة: كسر زيرو – لا يوجد أي ملاحظات نهائيًا
 صيانات: توكيل بالكامل
 البيع: عقد مسجل (أمان كامل)
 عربية زيرو بكل معنى الكلمة – استخدام خفيف جدًا
 السعر الكاش: 1,490,000 جنيه
 نظام التقسيط المميز
 والباقي بتسهيلات كبيرة
 بدون تعقيدات – بصورة البطاقة فقط
 عربية مناسبة للي بيدور على الفخامة + الاعتمادية + أحدث موديل
 فرصة مش بتتكرر… احجز قبل ما تخلص
 للتواصل والحجز: كلّمنا دلوقتي علي :
01064872468
01100537504
او زورنا في فرعنا :
22 ش عزت سلامة من مصطفي النحاس , مدينة نصر , القاهرة",2026-04-27
nissan,Nissan Sunny 2016,2016,"186,500 KM",Automatic,Gas,"482,500",عربيه نيسان صني موديل 2016 للبيع راشه من بره فبريكه  من  جوة فيها رخصه ساريه لمده 11 شهر,2026-04-27
nissan,Nissan Sentra 2019,2019,"92,000 KM",Automatic,Gas,"690,000",لقطة وفرصة نادرة :لظروف السفر فعلا للخارج ولهواة التميز والفخامة والثبات والقوة ولعشاق اليابانى ، سنترا  فيرانى بحالة الزيرو تماما بنفس الحالة الموجودة بالصور وكانها لم تستخدم من قبل -اعلى فئة هاى لاين بصمة -جميع الكماليات اتوماتيك - جنوط اسبور اصلى -حساسات اضاءة - مرايا تعتيم ،-مقابض نيكل-فوج لايت زينون -كشافات عالى وواطى - عفشة رياضية - خاصية الاضاءة النهارية - مزودة بكمبيوتر رحلات  - تكييف ثلاجة - تكييف خلفى - اتزان الكترونى - باور - سنتر -AB S -ايرباج - مثبت سرعه - مفتاح شفرة ضد السرقة - طارة مالتى - تليفون - بلوتوث - -فوج لايت -فرامل مضادة للانزلاق- وحدة رفع - زجاج مانع للشمس - جهاز تنبية ضد السرقة -بطارية جديدة فى الضمان - الصيانة فى التوكيل بالفواتير والكتالوجات - حالة شاذه جدا من الحالات النادرة - ملحوظة ؛ رجاء احضار فنى لضيق الوقت - لا للتجار,2026-04-27
nissan,Nissan Patrol 2026,2026,0 KM,Automatic,Gas,"9,600,000","نيسان باترول بلاتينيوم 
الشكل الجديد كليا 
أعلي فئة بلاتينيوم توين تربو
 المواصفات القوية:
محرك V6 سعة 3.5 لتر توين تيربو
42
496 حصان من القوة الخام
عزم 700 نيوتن متر لأداء متفوق
عفشة هيدروليك 
جنوط ألمنيوم مقاس 22 بوصة
مصابيح LED أمامية وخلفية
تتميز بتصميم عصري و مقصورة فاخرة بشاشة 28.6 بوصة، 
نظام صوتي كليبش، 
ومقاعد جلدية بتهوية وتدفئة ومساج ،
كاميرا 360 درجة 
مرائة داخلية كاميرا 
هيداب ديسبلاي 
ثلاجة داخلية 
فتحة سقف بانورامية، 
باب خلفي كهربائي مع مستشعر حركة. 
لمسات كروم مميزة وشبك أمامي جديد. 
شاشتان مقاس 14.3 بوصة للمعلومات والترفيه والعدادات. 
نظام صوتي ممتاز Klipsch بـ 12 مكبر صوت 
مقاعد جلد فاخر (مبطن) مع وظيفة التدليك والتبريد والتدفئة. 
إضاءة داخلية محيطية متعددة الألوان، شاشة عرض أمامية (HUD). 
شاشات ترفيه خلفية
نظام القيادة الذكي ProPILOT. 
كاميرات محيطية 360 درجة مع خاصية ""الرؤية غير المرئية"" تحت غطاء المحرك. 
مثبت سرعة ذكي، نظام المحافظة على المسار، كشف النقطة العمياء. 
فرملة طوارئ تلقائية أمامية وخلفية
ثلاثة صفوف مقاعد (تتسع لـ 7 أو 8 ركاب). 
ناقل حركة أوتوماتيكي 9 سرعات يعطيك استجابة سلسة وثبات كامل
 نظام الدفع الرباعي الذكي (4WD) مع أنماط قيادة متعددة
تحكم مثالي على الطرق السريعة وأصعب التضاريس 
 باترول بلاتينيوم تيربو 2026

 معرض سيارات الحوت 
٤ش احمد عرابي المهندسين
ت// [redacted phone number]#[redacted phone number]#([redacted phone number]#([redacted phone number]#((01210000110))))
بيع وشراء و إستبدال متخصص فى كسر الزيروتشرفنا زيارتكم 
عنوانا علي جوجل ماب
 لوكشن المعرض  سيارة الحوت المهندسين 
 أقل سعر في مصر
 إستلااام فوررري
 عروض حصريه للكاش 
 قسط شهري يناسبك 
 أقل الفوائد وأطول فترة سداد 10 سنوات
  بنقدملك عربيه مميزة مع أفضل العروض المميزة 
 الحق إمتلك عربيتك وإستفيد بأفضل سعر وأفضل عروض في مصر 
 متوفر أنظمه تقسيط مختلفة 
  بدون. . . . ! بدون. . . . . . ! بدون. . . . . !
 بدون تأمين 
 بدون مصاريف إدارية 
 بدون حظر بيع 
 فرصتك لأمتلاك أفخم سيارة 
 سيارت الحوت اسم يعني الثقة
 جميع السيارات فابريكة وبحالة الزيرو
 تقدر تبدل عربيتك القديمة بعربية جديدة و تقسط الباقي
 لو محتاج تبيع او تبدل عربيتك تقدر تبعتلنا التفاصيل علي الواتس وهنتواصل مع حضورها
WhatsApp - واتساب
[redacted phone number]#[redacted phone number]#([redacted phone number]#([redacted phone number]#((01210000110))))",2026-04-02
nissan,Nissan N7 2025,2025,0 KM,Automatic,Electric,"1,550,000","الأداء والمحرك
محرك كهرباء بقوة:
من 215 حصان (الفئة الأساسية)
لحد 268 حصان (الفئات الأعلى)
نظام دفع: أمامي غالبًا
عزم حوالي 300+ نيوتن متر

 التسارع هادي وسلس زي أي عربية كهرباء (مفيش نقلات فتيس)

 البطارية والمدى
بطاريتين:
58 kWh
73 kWh
المدى:
من 510 كم
لحد 625 كم بالشحنة الواحدة



 الشحن
تدعم الشحن السريع
تقدر تشحن نسبة كبيرة في وقت قليل (حسب نوع الشاحن)
شحن منزلي عادي متاح
 الأبعاد والحجم
الطول: حوالي 4.93 متر
العرض: 1.89 متر
قاعدة عجلات: 2.91 متر

 عربية واسعة جدًا (مناسبة عائلات أو شغل)

 التكنولوجيا والكماليات
شاشة كبيرة 15.6 بوصة
نظام تشغيل ذكي (Nissan OS)
معالج قوي Snapdragon
إضاءة LED متطورة جدًا (أشكال تفاعلية)
أنظمة أمان:
وسائد هوائية
ABS + EBD
مساعد فرامل
أنظمة مساعدة سائق (ADAS في الفئات الأعلى)
 التصميم
شكل مستقبلي جدًا (شبه تسلا + BYD)
انسيابية عالية (مقاومة هواء قليلة)
إضاءة أمامية وخلفية متطورة",2026-04-02
nissan,Nissan Sunny 2027,2027,0 KM,Automatic,Gas,"765,000","ماشاء الله اللهم بارك
نيسان صني
2027
جميع الألوان والفئات
إستلام فوري


متاح إمكانيه التقسيط 
مقدم الفئه الأولي يبدأ من 150,000 جنية
مقدم الفئه التانيه يبدأ من 160,000 جنية
مقدم الفئه التالته يبدأ من 170,000 جنية

وأطول فتره سداد تصل إلي 84 شهر
بأقل فايده في مصر 
اسأل عن عروض التقسيط
بدون مقدم
بدون تأمين 
بدون مصاريف إدارية 
أقل فائده 
موافقه فوريه 
متاح تقسيط:
( بدون بيانات عمل - ربه منزل - حاصل ع مؤهل )
المصرية أوتوكار أفضل إختيار
للإستفسار :
 01113008500
01113405000
المنصورة شارع الترعه بجوار البنك الأهلي",2026-04-26
nissan,Nissan Juke 2021,2021,"65,000 KM",Automatic,Gas,"850,000","نيسان جوك – موديل 2021 – أعلى فئة

الكروس أوفر الياباني 
تصميم مميز، ارتفاع مناسب، وقيادة ممتعة مع اعتمادية عالية 

 المواصفات:
 عداد: 65,000 كم
 أعلى فئة
 دهان باب + رفرف يمين
 حالة ممتازة وجاهزة للفحص

 متاحة كاش أو بالتقسيط
 تقسيط مع جميع البنوك والشركات التمويلية
 بدون مصاريف إدارية – بدون تأمين إجباري
 متاح كمان التقسيط المباشر من المعرض
 استبدل عربيتك القديمة فورًا
 استلام فوري – في نفس اليوم



 المعادي – طريق الأوتوستراد الرئيسي
بعد نزلة شارع النصر مباشرة، بجوار بنك مصر وأمام بنزينة وطنية 

 خدمة العملاء يوميًا من 1 ظهرًا حتى 10 مساءً
 احجز المعاينة قبل ما العربية تتحجز!",2026-04-07
nissan,Nissan Sunny 2023,2023,"93,000 KM",Automatic,Hybrid,"650,000",سيارة نيسان ٢٠٢٣ فئة تانيه شاشه تاتش كوتش جديد وبطارية جديده واغلب صيانات توكيل حالة ممتازه ٩٣٠٠٠ الف كيلو يوجد رش رفرف امامي يمين وباب ورفرف خلفي شمال,2026-04-26
nissan,Nissan Sunny 2026,2026,0 KM,Automatic,Gas,"790,000",Immediate receipt available in all colors and all categories [redacted phone number]#[redacted phone number]#((01225555853),2026-04-26
nissan,Nissan Sunny 2026,2026,0 KM,Automatic,Gas,"820,000","You can pay in installments, send the card and receive it within 30 minutes. If cash, receive it immediately.

Available now: Nissan Sunny 2026, immediate delivery with paperwork. Special prices and facilities, the best cash price and lower interest rate for installments, no fees, insurance, and no blocking, plus cashback.

Receive your car in installments within 15 minutes.

Authorized distributor.

For installments and purchase, we wish you all the best.

Very special prices.

Please contact us by phone.",2026-04-01
nissan,Nissan Sentra 2026,2026,0 KM,Automatic,Gas,"1,020,000","Since we are an authorized distributor for more than 12 car brands, we present to you the 2025 NISSAN Sentra with fuel-saving system and high performance available in all colors. For a limited time, all clients of Bank Misr can get it with 20% down payment, no sales restrictions, no insurance, and immediate delivery. For all doctors, there is no down payment, no insurance, and no sales restrictions, with installments up to 5 years. If you want to know more details, send us a message and we will respond to you immediately. Remember #We_Are_The_Kings",2026-04-18
nissan,Nissan Sunny 2018,2018,116 KM,Automatic,Gas,"420,000",رشه برا معادا السقف في تصريحه بسيطه في الرفرف الشمال ورا,2026-04-27
nissan,Nissan Patrol 2024,2024,0 KM,Automatic,Gas,"7,750,000","™ Available Now In Teacher Motors ™
نيسان باترول 2024 Nissan Patrol platinum 2024-5600CC- V8
 5600CC -V8-400HP-560N/m - From0to100km/h in about6.6seconds. 

- Available Installment & Trade in 
- DOWNPAYMENT 10%
- Special offer for cash

*خصم خاص لفترة محدودة من تيتشر موتورز لعملاء الكاش 
أستلام فوري ‎
 يوجد لدينا خدمه الاستبدال
 متاح التقسيط بأقل فائدة بنكيه و اطول فتره سداد تصل الى 10 سنوات ‍
 ‎كما يتوفر لدينا أنظمة تقسيط تناسب جميع الفئات مع جميع البنوك و شركات تمويل 
مقدم 0 % 
مقدم يبداء من 10% 
مقدم 40% بدون تأمين اجباري 
مقدم 50% بدون استعلام منزل أوعمل مقدم 
50% (بدون تأمين _بدون حظر بيع)
 متنساش تسأل علي عروض تيتشر عشان آكيد هتركب عربيتك باسهل الطرق
 Available all colors, Models and Categories 
الاسعار تختلف حسب الفئه و الموديل
 With Teacher Buy Now Pay Later",2026-04-27
nissan,Nissan Tiida 2011,2011,0 KM,Automatic,Diesel,"350,000","نيسان تيدا ٢٠١١
راشة بعض الأجزاء نتيجة الاحتكاك والصدمات
كـ ميكانيكا مفيهاش أي مشاكل
تحتاج فقط تغيير الاكصدام الأمامي وبعض اللمسات الأخيرة
فتحة السقف محتاجة شغل
كاوتش بحالة جيدة
تكييف شغال
إجمالًا مفيهاش أعاطال وتحتاج فقط مصروف بسيط
المكان: دمنهور البحيرة",2026-04-27
nissan,Nissan N7 2025,2025,0 KM,Automatic,Electric,"1,600,000","متاح جميع الالوان و الفئات
متاح جميع انظمة التقسيط مع البنوك و الشريكات
موفقات فورية سرعة في الاجراءات
السعر النهائي عبر الهاتف او داخل المعرض نظريا لتغير الاسعار
للتواصل مع الفريق 

٠١١٢٠٨٩٨٢٤٠
٠١١١٧٥١٤٨٦٥
٠١١٠٢٠٧٠٠٥١
٠١٠٧٠٤٢٦٩٤٨",2026-04-27
nissan,Nissan Sentra 2018,2018,"155,000 KM",Automatic,Gas,"670,000",فئه اولي فابريكا بالكامل عدا مرمات بسيطه جدا جدا و يوجد صور قبل الرش صيانات توكيل بالكامل عداد 155 الف كيلو تم تغيير زيت الفتيس و زيت الماتور 10 الاف كيلو و طقم كاوتش Bridgestone زيرو و عدسات LED و شاشه اندرويد الحاله العامه ممتازه لا تحتاج الا الي مصاريف نهائيا و السعر قابل للتفاوض البسيط,2026-04-27
nissan,Nissan Qashqai 2026,2026,0 KM,Automatic,Gas,"1,770,000","متاح جميع الالوان و الفئات
متاح جميع انظمة التقسيط مع البنوك و الشريكات
موفقات فورية سرعة في الاجراءات
السعر النهائي عبر الهاتف او داخل المعرض نظريا لتغير الاسعار
للتواصل مع الفريق

٠١١٢٠٨٩٨٢٤٠
٠١١١٧٥١٤٨٦٥
٠١١٠٢٠٧٠٠٥١
٠١٠٧٠٤٢٦٩٤٨",2026-04-27
nissan,Nissan Sunny 2020,2020,"67,000 KM",Automatic,Gas,"615,000",نيسان صني الفئه التانيه فابريكا بره وجوه كسر زيرو استبن لم يستخدم عداد67 الف كيلو,2026-04-27
nissan,Nissan N7 2025,2025,0 KM,Automatic,Gas,"1,600,000",Nissan n7 max اعلي فئة جنط تو تون كاليبر احمر فرش لونين ميموري كراسي مدي ٦٢٥ بالتقسيط بصوره البطاقه وعنوان العمل فقط اقل فائده حصري واطول فتره للسداد عروض مميزه جدا,2026-04-27
nissan,Nissan Sunny 2026,2026,0 KM,Automatic,Gas,"745,000","متاح تقسيط في الشركات والبنوك

01080157983
01115160115
01040037052
01142991267",2026-04-15
nissan,Nissan Qashqai 2026,2026,0 KM,Automatic,Gas,"1,775,000","متاح جميع الالوان و الفئات
متاح جميع انظمة التقسيط مع البنوك و الشريكات
موفقات فورية سرعة في الاجراءات
السعر النهائي عبر الهاتف او داخل المعرض نظريا لتغير الاسعار
للتواصل مع الفريق

[redacted phone number]#(٠١١٢٠٨٩٨٢٤٠)
[redacted phone number]#(٠١١١٧٥١٤٨٦٥)
[redacted phone number]#(٠١١٠٢٠٧٠٠٥١)
[redacted phone number]#(٠١٠٧٠٤٢٦٩٤٨)",2026-04-27
nissan,Nissan Sunny 2022,2022,"177,000 KM",Automatic,Gas,"580,000","نيسان صني 2022
فئة تانية 
لون برونزي
چنوط سبور
عداد 177000
راشة جمبين نضارة
فابريكا دواخل
كاوتش بحالة جيدة
السعر قابل للتفاوض البسيط",2026-04-23
nissan,Nissan Sentra 2020,2020,"90,000 KM",Automatic,Gas,"790,000","نيسان سينترا كاملة بصمه فابريكة بالكامل كلها حالة مميزة جداً عالكشف والفحص نقداً أو تقسيط بصورة البطاقة للمهن والوظائف والسجلات التجارية 
تقسيط بنكي او شركات أو مرابحة اسلاميه",2026-04-26
nissan,Nissan Sunny 2015,2015,"330,000 KM",Automatic,Gas,"330,000",نيسان صني n17 كان في خبطه بسيطه من الامام وتم رد الصدر وخبطه فى الرفرف الخلفى وتم رده موضح بالصورة ومش مآثر فى حاجه فرش كراسى وارضيه جلد من الزيرو ورخصه حتى شهر 8 عام 2026 رشه دواخل سقف وكبوت وشنطه فبريكا تكيف شغال السعر نهائى مافيش كلام والمعاينة بحلوان والتواصل فقط على رقم 01008269744,2026-04-26
nissan,Nissan Qashqai 2025,2025,"40,000 KM",Automatic,Gas,"1,550,000","نيسان قشقاي موديل 2025 زيرو صيانات توكيل
اعلي فئه مرور الاسكندريه 
رخصه سنه 
مالك أول 
المحرك: 1300 سي سي تيربو (4 سلندر).
القوة: 
 حصان عند 
 لفة/دقيقة.
العزم: 
 نيوتن.متر عند 

 لفة/دقيقة.
ناقل الحركة: أوتوماتيك CVT.
تسارع 0-100 كم/ساعة: 
 ثانية.
استهلاك الوقود: 
 لتر/100 كم.
التجهيزات الخارجية (أعلى فئة):
مصابيح أمامية وخلفية LED كاملة مع إضاءة نهارية.
جنوط رياضية مقاس 19 بوصة.
سقف بانوراما زجاجي.
حساسات ركن أمامية وخلفية، وكاميرا 360 درجة.
باب خلفي كهربائي.
التجهيزات الداخلية والتقنية (أعلى فئة):
شاشة عدادات رقمية 
 بوصة.
شاشة ترفيه تعمل باللمس تدعم Apple CarPlay و Android Auto.
نظام صوتي فاخر (Bose في بعض الفئات).
تكييف هواء أوتوماتيك ثنائي المناطق.
مقاعد من الجلد الفاخر مع خاصية التدفئة والتدليك.
مقعد سائق كهربائي مع ذاكرة.
إضاءة محيطية (Ambient Light).
الأمان والسلامة:
6 وسائد هوائية.
فرامل مانعة للانغلاق ABS ونظام توزيع فرامل EBD.
نظام ثبات إلكتروني ESP.
نظام تحذير ومنع التصادم الأمامي.
مثبت سرعة ذكي.",2026-04-26
nissan,Nissan Other 2008,2008,"350,000 KM",Manual,Diesel,"350,000",للبيع بعقد خرده لرفض التجديد من المرور مع وجود الرخصة,2026-04-26
nissan,Nissan Tiida 2014,2014,127 KM,Automatic,Diesel,"600,000","نيسان نيو تيدا 2014 اعلي فئه بصمه اوتوماتيك
فابريكا بالكامل من الداخل راشه من الخارج للنظافة متاح صور قبل الرش لضمان انها مرمات بسيطه 
عداد 127 الف مرور حلوان نهايه الرخصه ٦/٣ 
كاوتش 2026",2026-04-26
nissan,Nissan Sunny 2014,2014,197 KM,Automatic,Gas,"430,000","نيسان صنى 2014 اتوماتيك (بنزين، غاز طبيعى) فبريكة من الداخل ، رشة برة نضافة فيما عدا السقف والشنطة رخصة لآخر السنة ، الاتصال على رقم،01224651051 المعاينة امبروزو شارع المدارس
استاذ / ممدوح سعيد",2026-04-26
nissan,Nissan Sunny 2025,2025,0 KM,Automatic,Diesel,"780,000",كسر زيرو فابريكة بالكامل بدهان المصنع بالكامل بدون اي رش نهائي موديل 25اعلى فئة بصمة عدد 20لف صيانه توكيل,2026-04-26
nissan,Nissan Tiida 2012,2012,"150,000 KM",Automatic,Diesel,"360,000",تكييف أوتوماتيك هوائي,2026-04-22
nissan,Nissan Sunny 2025,2025,"27,000 KM",Automatic,Natural Gas,"780,000",سياره نيسان صنى ٢٠٢٥ اعلى فئه super salon فبريكا بالكامل برا و جوا حاله ممتازه عداد ٢٧٠٠٠ كيلو يوجد بصمه فرش جلد start engine رخصه مجدده سنه مرور النزهه للتواصل ٠١٢١٠٣٧٠٥٦٠ ويوجد تفاوض بعد المعاينه,2026-04-26
opel,Opel Corsa 2003,2003,"293,000 KM",Manual,Diesel,"230,000",حالة جيدة جدا ، تكييف ثلاجة قوى ، قفل ابواب مركزى على سرعة 30كم، جنوط سبور جديدة، رخصة سارية حتى 2028؛ صيانات منتظمة، مش محتاجة مصروف,2026-04-18
opel,Opel Corsa 2022,2022,"10,000 KM",Automatic,Gas,"940,000","Opel corsa
2022
Elegance 
All fabrica
10,000km only
Warranty till 2027
تم عمل صيانه ال١٠،٠٠٠ بالتوكيل
فابريكه بالكامل

 معرض محمد جابر أوتو  
اختيارك الصح لعربيتك الجديدة 

للاستفسار والمعاينة ابعتلنا رسالة أو كلمنا مباشرة. 
01270220907
01202211117
01155252244
01007437222",2026-04-27
opel,Opel Grandland 2024,2024,"72,000 KM",Automatic,Diesel,"1,570,000",حالة السيارة ممتازة,2026-04-27
opel,Opel Astra 2020,2020,"80,000 KM",Automatic,Gas,"750,000","أوبل أسترا 2020 للبيع

- المالك الأول من الزيرو 
- عداد 80,000 كم (قابل للزيادة) 
- فابريكة دواخل بالكامل 
- الحالة الميكانيكية ممتازة ولا تحتاج أي مصاريف 
- صيانات توكيل بالكامل بالفواتير 

المواصفات:
- موتور 1400 تربو 
- فتيس أوتوماتيك 
- مثبت سرعة 
- سنسور خلفي 
- مرايات ضم كهرباء 
- جنوط 16 

الفرش:
- فرش جلد من الزيرو (أسود × أحمر)

الحالة الخارجية:
- العربية تحتاج بعض المرمات الخارجية
- دواخل فابريكة بالكامل

الرخصة:
- سارية حتى 10 / 2028 

ملاحظات:
- العربية استخدام شخصي 
- مفيش توكيلات (مالك أول)

السعر ٧٥٠ الف قابل للتفاوض البسيط",2026-04-27
opel,Opel Corsa 2022,2022,"77,000 KM",Automatic,Gas,"825,000","أوبل كورسا – موديل 2022 – أعلى فئة

الألماني الشبابي 
تصميم عصري، ثبات ممتاز، وقيادة ممتعة واقتصادية 

 المواصفات:
 عداد: 77,000 كم
 أعلى فئة
 فابريكا بالكامل ما عدا الأكصدام الخلفي
 حالة ممتازة وجاهزة للفحص

 متاحة كاش أو بالتقسيط
 تقسيط مع جميع البنوك والشركات التمويلية
 بدون مصاريف إدارية – بدون تأمين إجباري
 متاح كمان التقسيط المباشر من المعرض
 استبدل عربيتك القديمة فورًا
 استلام فوري – في نفس اليوم


 المعادي – طريق الأوتوستراد الرئيسي
بعد نزلة شارع النصر مباشرة، بجوار بنك مصر وأمام بنزينة وطنية 

 خدمة العملاء يوميًا من 1 ظهرًا حتى 10 مساءً
 احجز المعاينة قبل ما العربية تتحجز!",2026-04-17
opel,Opel Grandland 2022,2022,"100,000 KM",Automatic,Gas,"1,200,000",فابريكه بالكامل بره و جوه بحاله الزيرو عداد ١٠٠ الف كم صيانه في التوكيل بالفواتير لحد اخر صيانه توب لاين اعلى فئه البيع بعقد مسجل الاتصال للجادين فقط,2026-03-29
opel,Opel Insignia 2016,2016,"240,000 KM",Automatic,Gas,"800,000","اوبل انسيجنيا أعلى فئه 
فابريكة بالكامل عدا إكصدامين وكبوت ورفرفين 
صيانه بانتظام
طقم كاوتش جديد 
مرور أكتوبر 
لا تحتاج إلى مصاريف نهائى",2026-04-26
